PlayerTestSessionId,TestDate,TestSessionSeq,PeakPropulsiveForceNewtons,PeakLandingForceNewtons,TimeToStabilizationMilliseconds,LRPropulsiveImpulseIndexPct
18,1/20/2023,1,2511,3850,690.0,-1.28
18,1/20/2023,2,2467,3104,2780.0,-2.32
18,1/20/2023,3,2447,3778,990.0,-0.55
19,1/27/2023,1,2680,3190,910.0,-0.19
19,1/27/2023,2,2868,2823,880.0,5.65
19,1/27/2023,3,2736,5410,910.0,-2.69
21,2/10/2023,1,2839,4222,3420.0,-1.19
21,2/10/2023,2,2618,6319,950.0,-1.49
21,2/10/2023,3,2684,4004,1030.0,-0.09
22,2/17/2023,1,2708,6512,920.0,-5.05
22,2/17/2023,2,2829,4282,920.0,2.55
22,2/17/2023,3,2860,5740,890.0,-0.11
23,2/24/2023,1,2519,4275,1210.0,-3.21
23,2/24/2023,2,2584,2920,1600.0,-0.64
23,2/24/2023,3,2687,5118,2340.0,4.79
20,2/3/2023,1,2614,4574,940.0,-4.32
20,2/3/2023,2,2755,5461,990.0,-0.19
20,2/3/2023,3,2575,5128,980.0,-0.11
25,3/10/2023,1,2566,4005,930.0,-5.07
25,3/10/2023,2,2561,5664,890.0,-5.42
25,3/10/2023,3,2759,5848,1180.0,0.17
26,3/11/2023,1,2698,6947,920.0,6.92
26,3/11/2023,2,2672,7143,920.0,5.34
26,3/11/2023,3,2655,6138,1940.0,0.18
26,3/11/2023,4,2965,5931,900.0,2.51
27,3/17/2023,1,2587,4684,1000.0,-4.06
27,3/17/2023,2,2447,3959,830.0,-0.24
27,3/17/2023,3,2644,6566,860.0,-3.08
28,3/24/2023,1,2451,4975,860.0,-8.05
29,3/24/2023,2,2581,5786,950.0,-3.89
30,3/31/2023,1,2573,7058,830.0,-4.24
30,3/31/2023,2,2726,6139,810.0,-2.14
30,3/31/2023,3,2762,6077,880.0,-5.27
24,3/4/2023,1,2634,2919,950.0,-5.9
24,3/4/2023,2,2522,2782,1260.0,-6.43
24,3/4/2023,3,2608,3541,900.0,-4.09
3,4/15/2022,1,2486,6104,940.0,-0.51
3,4/15/2022,2,2629,4247,980.0,-2.48
3,4/15/2022,3,2409,3382,,-3.79
1,4/8/2022,1,2505,6489,910.0,0.02
2,4/8/2022,2,2412,4127,1030.0,-3.76
2,4/8/2022,3,2358,5896,1140.0,0.85
31,4/8/2023,1,2425,3564,940.0,-2.34
31,4/8/2023,2,2555,3955,2090.0,3.83
31,4/8/2023,3,2537,4895,1000.0,-5.84
4,7/1/2022,1,2728,4761,1090.0,0.65
5,7/1/2022,2,2697,4710,1000.0,-5.41
5,7/1/2022,3,2577,4645,980.0,-3.71
6,7/15/2022,1,2617,4056,1030.0,-6.92
7,7/15/2022,2,2569,5835,1100.0,-4.32
7,7/15/2022,3,2592,5049,1050.0,-2.79
13,8/26/2022,1,2463,4681,1160.0,-4.82
13,8/26/2022,2,2480,6263,1020.0,-3.83
8,8/8/2022,1,2863,6164,1180.0,-8.59
9,8/8/2022,2,2860,6035,1220.0,-3.99
9,8/8/2022,3,2832,5949,1220.0,-0.31
10,8/8/2022,4,2844,5762,1580.0,-12.44
15,9/17/2022,1,2569,3489,880.0,-4.95
15,9/17/2022,2,2673,3653,1030.0,4.46
16,9/17/2022,3,2519,4673,980.0,-11.3
17,9/23/2022,1,2431,4815,1030.0,-8.82
17,9/23/2022,2,2434,4539,1090.0,-7.21
17,9/23/2022,3,2375,4523,1000.0,2.66
14,9/9/2022,1,2568,4379,1070.0,2.68
14,9/9/2022,2,2603,3677,1030.0,4.14
14,9/9/2022,3,2692,4122,1130.0,2.21
